user_id,product_id,rating
19,40,3.0
260,50,2.0
292,174,4.0
421,81,3.0
255,57,3.0
221,74,4.0
392,184,1.0
225,22,2.0
52,175,2.0
427,127,1.0
354,149,4.0
499,16,2.0
341,68,4.0
363,107,4.0
279,138,3.0
80,93,1.0
201,14,4.0
157,90,5.0
119,162,1.0
58,32,2.0
493,124,3.0
214,15,2.0
127,161,2.0
223,65,1.0
208,167,2.0
369,155,4.0
114,46,2.0
208,166,3.0
13,197,3.0
8,147,5.0
39,123,3.0
449,0,2.0
236,199,3.0
280,86,1.0
358,127,3.0
200,190,4.0
245,66,1.0
277,3,5.0
234,185,4.0
493,152,2.0
3,46,2.0
153,37,2.0
441,142,4.0
28,190,4.0
108,20,4.0
97,56,1.0
214,116,1.0
292,180,2.0
74,45,3.0
325,141,2.0
145,144,5.0
127,38,1.0
340,136,4.0
41,98,1.0
355,76,4.0
421,133,5.0
33,150,1.0
16,186,4.0
164,90,5.0
152,97,2.0
485,119,2.0
377,45,4.0
75,37,1.0
86,141,5.0
116,99,1.0
361,71,2.0
341,189,5.0
468,34,1.0
26,146,3.0
312,29,4.0
286,77,4.0
133,83,3.0
218,112,2.0
167,24,5.0
97,167,4.0
267,87,3.0
236,13,3.0
308,153,2.0
454,101,2.0
393,149,1.0
172,175,4.0
400,82,1.0
409,109,3.0
468,178,5.0
475,130,5.0
189,169,2.0
121,18,5.0
45,27,5.0
63,172,5.0
129,70,3.0
309,62,5.0
362,72,5.0
192,123,5.0
306,118,1.0
180,120,3.0
291,18,2.0
370,174,1.0
281,141,4.0
28,119,3.0
148,165,3.0
266,180,4.0
295,60,4.0
10,163,4.0
163,167,2.0
112,29,5.0
186,8,3.0
294,63,5.0
231,160,5.0
226,119,4.0
309,51,2.0
97,88,1.0
54,141,2.0
110,52,5.0
151,186,2.0
245,77,4.0
405,40,1.0
68,195,4.0
311,67,1.0
288,7,5.0
249,1,1.0
35,104,1.0
238,124,1.0
466,85,2.0
226,168,5.0
243,119,1.0
490,126,3.0
336,182,5.0
445,15,1.0
364,61,1.0
490,112,2.0
481,175,5.0
200,157,1.0
153,11,1.0
449,34,5.0
72,10,3.0
295,49,5.0
16,148,3.0
128,68,5.0
216,47,1.0
60,19,5.0
426,100,3.0
103,194,4.0
41,171,5.0
24,160,2.0
38,188,1.0
290,136,1.0
130,67,2.0
497,34,2.0
228,64,5.0
107,7,2.0
434,86,3.0
477,174,2.0
101,167,2.0
353,75,4.0
11,181,1.0
274,75,1.0
100,173,5.0
43,46,4.0
442,14,3.0
304,104,3.0
444,146,4.0
16,25,3.0
329,51,1.0
56,92,3.0
310,149,3.0
496,20,4.0
302,50,4.0
11,37,3.0
79,156,4.0
215,178,5.0
338,131,5.0
263,54,1.0
478,198,3.0
148,91,2.0
80,27,1.0
214,3,3.0
484,149,4.0
373,75,5.0
463,172,2.0
197,66,5.0
199,85,4.0
24,193,3.0
88,90,4.0
267,182,5.0
142,104,2.0
58,0,4.0
409,71,5.0
488,86,2.0
364,165,3.0
25,5,3.0
46,152,1.0
287,144,5.0
265,60,2.0
15,11,4.0
198,5,3.0
400,26,2.0
406,135,5.0
281,123,1.0
468,105,3.0
85,192,2.0
249,184,2.0
390,92,2.0
269,108,5.0
334,98,5.0
116,167,5.0
6,141,4.0
136,34,2.0
370,175,3.0
175,83,5.0
327,55,5.0
497,176,2.0
314,140,5.0
214,188,4.0
476,48,4.0
81,45,5.0
222,112,2.0
477,189,2.0
371,135,2.0
422,42,1.0
482,147,5.0
401,123,2.0
442,96,4.0
489,89,3.0
102,38,3.0
272,84,2.0
13,176,3.0
